year,value,for_sale,comments,beanie_name
1988,1212.68,0,Etincidunt est porro est dolore dolore,Slush
2001,819.92,0,Quaerat quiquia est quisquam,Sly
1990,1433.42,0,Numquam neque amet voluptatem quiquia aliquam sit,Smart
1993,174.73,0,Porro ut numquam tempora velit,Smarter
2002,803.45,0,Porro consectetur quisquam quiquia magnam modi quiquia sed,Smartest
1991,1820.31,0,Labore velit aliquam amet est,Smarty
1999,359.05,0,Magnam ipsum quaerat etincidunt quaerat,Smarty
2016,418.93,0,Labore tempora consectetur est ipsum dolor sit,Smarty
1994,1021.66,0,Porro etincidunt quisquam sed,Smarty Jones
1990,247.57,0,Sit modi consectetur ut aliquam sit velit,Smarty Jones
1995,1728.80,0,Tempora est sed quisquam,Smash
2004,272.09,0,Sed eius etincidunt tempora quaerat dolor,Smash
1981,292.02,0,Non eius ut eius consectetur etincidunt,Smitten
2000,1837.44,0,Aliquam quiquia eius aliquam sed,Smitten
2001,1799.14,0,Dolor porro non sed quaerat quisquam numquam,Smokey
2008,168.54,0,Ut etincidunt quaerat consectetur voluptatem dolore quaerat,Smooch
1987,563.83,0,Adipisci quaerat dolor tempora consectetur quisquam voluptatem,Smoochy
1993,607.09,0,Numquam quaerat eius voluptatem ipsum est,Smoothie
1987,1404.17,0,Adipisci modi dolor adipisci sed sit ut etincidunt,Smoothie
2013,676.84,0,Dolore quisquam dolor adipisci aliquam,Smudges
1996,1561.62,0,Porro consectetur numquam quisquam,Snacks
1996,1800.39,0,Ipsum porro non est voluptatem magnam est magnam,Snake
1981,1597.50,0,Modi eius consectetur sed etincidunt voluptatem numquam,Sneakers
2016,57.22,0,Eius tempora quiquia ipsum,Sneaks
1987,1152.89,0,Ut labore ipsum tempora quiquia velit,Sneaky
1999,874.60,0,Labore ut amet quaerat sed dolore velit etincidunt,Sneaky
1984,1629.66,0,Est aliquam sed ut,Snicky
1981,1060.72,0,Dolor modi dolor sed labore,Sniffer
1983,215.70,0,Neque magnam porro quaerat ipsum,Sniffs
1980,779.56,0,Numquam eius voluptatem etincidunt adipisci sed,Snip
2006,1024.74,0,Quisquam voluptatem sed adipisci dolorem,Snips
1996,1056.99,0,Tempora amet aliquam dolor etincidunt,Snivy
2017,1158.95,0,Quiquia modi magnam modi adipisci tempora ipsum,Snocap
1997,879.79,0,Etincidunt est etincidunt dolor,Snocap
1983,541.17,0,Neque quiquia porro non modi quisquam tempora,Snookums
1999,1973.21,0,Dolor dolore numquam quaerat etincidunt quisquam sit,Snoops
1989,754.40,0,Eius quisquam aliquam porro magnam magnam,Snoopy
2000,777.30,0,Etincidunt est dolore ipsum tempora quisquam,Snoopy
1996,1507.81,0,Adipisci tempora amet porro est,Snoopy
1993,1406.99,0,Voluptatem ut quaerat non porro quisquam non,Snoopy
1996,570.67,0,Sit non dolorem adipisci ipsum non,Snoopy
1989,1199.52,0,Non amet aliquam aliquam est voluptatem sit est,Snoopy Pumpkin
1988,611.14,0,Magnam consectetur magnam ipsum ipsum est etincidunt,Snoopy Vampire
2005,748.65,0,Labore dolor magnam numquam dolorem,Snort
2002,596.16,0,Dolorem dolore voluptatem neque tempora,Snowball
2001,757.85,0,Sit labore porro adipisci,Snowball
1994,427.84,0,Dolor non porro quaerat ipsum numquam,Snowbank
1984,1657.78,0,Consectetur amet dolore dolorem numquam tempora porro neque,Snowbelles
1994,268.77,0,Velit ut dolore voluptatem,Snowbelles
2012,909.16,0,Adipisci est magnam magnam sed,Snowdrift
2013,1048.79,0,Ipsum etincidunt quiquia etincidunt quaerat,Snowdrop
1989,1382.70,0,Quaerat sit dolor modi neque sed,Snowdrop
2019,1562.19,0,Voluptatem est numquam etincidunt numquam dolor consectetur,Snowgirl
2006,1990.42,0,Ipsum labore porro quaerat voluptatem velit,Snowy
2014,505.88,0,Est dolorem magnam velit quaerat ipsum eius voluptatem,Snuggins
2011,1857.20,0,Ipsum magnam adipisci quiquia dolor tempora,Soar
2011,1135.13,0,Non voluptatem dolore sed quiquia dolore,Soar
2007,1854.97,0,Amet non ipsum dolorem aliquam sit,Sock Monkey
1999,1149.92,0,Quisquam eius eius velit consectetur,Sock Monkey
2006,165.16,0,Neque eius tempora voluptatem ut consectetur numquam,Sock Monkey
1994,140.53,0,Numquam eius neque ut labore,Sock Monkey
1983,1727.65,0,Quiquia est velit modi,Sock Monkey
1995,823.01,0,Adipisci dolore est sit magnam neque dolore,Sock Monkey
1998,1063.11,0,Quisquam tempora neque sit porro eius neque magnam,Sock Monkey Santa
2012,1832.42,0,Amet velit porro consectetur consectetur labore voluptatem,Socks the Sock Monkey
1984,166.67,0,Numquam velit dolore eius etincidunt ut,Socks the Sock Monkey
2005,1106.34,0,Neque quaerat quaerat adipisci ut consectetur numquam magnam,Socks the Sock Monkey
2012,1790.73,0,Consectetur aliquam labore quisquam dolor sed sed,Socks the Sock Monkey
1985,1145.28,0,Eius modi sed voluptatem est amet quaerat modi,Socks the Sock Monkey
1993,729.84,0,Magnam voluptatem adipisci quisquam adipisci quisquam modi,Socks the Sock Monkey
2018,125.44,0,Dolorem velit sit amet est dolor consectetur tempora,Socks the Sock Monkey
2007,965.45,0,Porro ut quiquia non porro,Socks the Sock Monkey
1990,1314.71,0,Amet sed est ut,Socks the Sock Monkey
1986,250.17,0,Est quiquia dolorem adipisci porro sit labore quiquia,Socks the Sock Monkey
2019,808.34,0,Amet dolorem porro velit magnam sit,Socks the Sock Monkey
1990,667.10,0,Eius dolor ut quaerat,Socks the Sock Monkey
1992,1781.95,0,Neque etincidunt sit dolore dolore sit dolore quaerat,Socks the Sock Monkey
1996,1861.29,0,Quisquam dolorem voluptatem sed ut,Socks the Sock Monkey
2015,954.34,0,Neque dolore adipisci voluptatem,Softbank Hawks
2013,1680.15,0,Sed quaerat ut labore porro quiquia quiquia,Solid Gold Beanie
2013,1858.04,0,Tempora dolorem dolor eius voluptatem sit ut amet,Sonnet
2016,747.02,0,Voluptatem ipsum etincidunt sed ut magnam modi amet,Sorbet
1997,701.31,0,Labore adipisci ut modi,Soren
1999,654.87,0,Modi amet ut aliquam,South Carolina
1980,1687.25,0,Non tempora dolor quisquam magnam,Soybean
1986,1006.45,0,Voluptatem dolor voluptatem porro dolore modi etincidunt,Spangle
1981,927.24,0,Tempora velit consectetur consectetur ipsum dolorem,Spangle
2005,233.08,0,Dolor porro quisquam est est amet adipisci,Sparklers
2004,55.49,0,Etincidunt eius sed dolorem ipsum non velit non,Sparkles
1995,1253.59,0,Sed quisquam dolorem adipisci etincidunt quisquam,Sparks
1997,1446.85,0,Magnam dolore dolore consectetur ipsum sit,Sparky
2012,1185.72,0,Voluptatem amet labore eius neque etincidunt aliquam,Spearmint Green
1986,884.33,0,Est dolorem aliquam aliquam,Speckles
1985,1698.84,0,Velit ipsum sed consectetur,Speedster
2003,248.00,0,Sed modi quaerat magnam,Speedy
1987,1198.81,0,Porro modi neque quaerat magnam,Spells
1985,776.18,0,Porro voluptatem dolorem sit adipisci sed sed tempora,Spencer
2011,1591.53,0,Tempora ut etincidunt sit,Spider
2002,501.44,0,Quiquia est sed porro adipisci labore,Spike
2004,603.03,0,Tempora adipisci quiquia amet,Spike
2012,1594.31,0,Velit quaerat etincidunt quisquam voluptatem,Spike
1981,1115.33,0,Dolorem est non numquam amet dolore sit quisquam,Spikey
2017,1228.59,0,Dolor voluptatem etincidunt consectetur dolorem quisquam,Spinner
1993,204.52,0,Dolor est aliquam non ut,Splash
1999,1890.97,0,Aliquam aliquam dolore labore,Splash
2015,578.81,0,Eius sit adipisci neque ut consectetur eius magnam,Splits
2007,1365.61,0,Labore etincidunt tempora dolor aliquam sit amet est,Splotches
1996,994.13,0,Adipisci porro est amet voluptatem,SpongeBob
1993,1222.20,0,Amet adipisci velit dolor dolorem amet,SpongeBob Birthday
2000,1913.03,0,Sed magnam tempora velit,SpongeBob FrankenStein
2011,558.56,0,Sit quaerat quaerat numquam dolore etincidunt,SpongeBob JingleBells
1986,389.54,0,Numquam eius amet eius non,SpongeBob JollyElf
2006,1525.18,0,Modi dolor voluptatem sit neque magnam voluptatem,SpongeBob Mermaidman
1994,1199.80,0,Est sed consectetur quaerat consectetur est porro,SpongeBob PinkPants
2011,769.39,0,Sit consectetur amet neque dolore quisquam magnam quiquia,SpongeBob PinkPants
2002,106.33,0,Modi sed consectetur etincidunt voluptatem,SpongeBob PumpkinMask
2018,1998.35,0,Est ut non sit porro dolore,SpongeBob QB
1989,1334.00,0,Numquam non quiquia eius consectetur,SpongeBob SleighRide
2013,162.20,0,Velit quisquam velit aliquam,SpongeBob SmartyPants
2016,1799.31,0,Etincidunt quisquam magnam numquam consectetur,SpongeBob SquarePants
1987,1468.01,0,Sed aliquam quisquam etincidunt est tempora magnam,SpongeBob SquarePants
2008,640.05,0,Adipisci sit ipsum etincidunt non amet est,SpongeBob SquarePants
1993,1938.45,0,Dolorem adipisci dolore velit quiquia dolor voluptatem quisquam,SpongeBob ThumbsUp
1991,1990.84,0,Sed sit eius aliquam tempora,SpongeBob TuxedoPants
2017,1559.81,0,Eius consectetur aliquam aliquam,Spook
1995,784.51,0,Dolore dolorem adipisci quisquam,Spooky
1980,1978.64,0,Numquam numquam ut numquam est amet eius,Spooky
1992,1384.39,0,Adipisci labore sed etincidunt numquam magnam sed,Sport
2017,1849.79,0,Dolorem dolore dolore non tempora porro dolore est,Spot
2019,1079.45,0,Aliquam adipisci consectetur aliquam consectetur etincidunt,Spot
2011,1890.10,0,Amet eius amet quiquia aliquam consectetur ipsum neque,Spot
1998,1315.09,0,Eius non ipsum ut voluptatem neque dolore,Spot
2013,1791.58,0,Neque aliquam adipisci aliquam non neque sed,Spotter
1985,1042.11,0,Labore adipisci quaerat quaerat quisquam ipsum,Spotter
1997,999.06,0,Sit ut consectetur amet,Spotty
1983,859.58,0,Ipsum dolor amet sit dolore modi,Spring
1986,502.86,0,Porro est ipsum tempora amet quisquam ipsum,Springer
2017,1263.35,0,Velit porro quisquam porro quisquam ipsum eius,Springfield
2009,1097.22,0,Quisquam ipsum ut est magnam,Springston
2008,784.81,0,Eius aliquam neque velit amet neque quiquia,Springy
2009,302.14,0,Quaerat aliquam modi numquam eius quaerat non sit,Spuds
1994,646.03,0,Porro neque modi neque,Spunky
1985,884.09,0,Dolorem aliquam voluptatem ipsum modi labore ut,Spurs
1996,937.03,0,Sit non dolore labore neque eius tempora quaerat,Squealer
2019,1546.75,0,Aliquam sed eius est,Squealer
2014,1518.95,0,Dolor dolore ut velit magnam aliquam,Squidge
2018,1919.20,0,Etincidunt dolorem est est adipisci neque,Squidward Tentacles
1988,131.40,0,Magnam labore dolor adipisci,Squirmy
1980,1583.81,0,Tempora adipisci sed quiquia,St. Louis Cardinals
2013,1680.66,0,Sit est eius tempora tempora dolor,Stanley
2006,959.06,0,Neque modi quaerat etincidunt,Stanley
2001,787.21,0,Porro sed dolore quaerat non sed numquam,Star
1999,1785.80,0,Est dolore dolor modi ut,Star
2015,1384.86,0,Aliquam etincidunt ut porro velit,Starboard
1981,1424.38,0,Velit voluptatem eius quiquia magnam sed tempora non,Stargazer
2015,1043.37,0,Aliquam ut labore eius,Starlett
1985,1107.22,0,Aliquam ut tempora modi adipisci magnam porro magnam,Starlight
1997,1474.79,0,Tempora quisquam quiquia numquam dolore,Starlight
2007,724.99,0,Labore est eius dolor eius sed dolore,Starry
1981,1939.34,0,Consectetur dolore quaerat numquam numquam modi ut,Starry
2011,1184.45,0,Quisquam non modi consectetur eius sed magnam tempora,Steg
2004,692.48,0,Ipsum non quaerat velit,Stilts
2018,1827.29,0,Dolorem magnam modi amet quaerat quiquia,Sting
2008,1837.93,0,Dolore porro dolorem labore adipisci consectetur modi tempora,Stinger
1986,143.67,0,Est etincidunt ut aliquam,Stinky
1986,674.45,0,Neque non est velit dolore numquam,Stirring
2004,216.01,0,Eius dolor quisquam dolor consectetur,Stockings
1996,1259.64,0,Quiquia porro dolor consectetur,Stockings
2001,334.94,0,Magnam tempora quisquam eius ipsum consectetur,Stony
1988,1008.72,0,Adipisci eius dolore sit aliquam ipsum,Strawberry Hello Kitty
1986,374.52,0,Etincidunt eius labore quiquia ut neque,Strawberry Hello Kitty
1997,1086.92,0,Modi velit dolorem ipsum,Street Sense
2000,984.71,0,Modi etincidunt sit consectetur non sit est sit,Street Sense
2015,154.39,0,Adipisci adipisci etincidunt labore quaerat velit neque adipisci,Stretch
2018,823.86,0,Consectetur dolorem ut ut magnam quisquam,Stripers
2004,1021.00,0,Labore est numquam sed,Stripers
2015,1049.76,0,Quiquia neque amet consectetur porro,Stripes
1999,1104.41,0,Quisquam voluptatem sit eius amet velit aliquam,Stripes
1996,1486.09,0,Numquam dolorem consectetur voluptatem,Stripes
1982,475.66,0,Tempora labore quiquia dolor,Stripey
1991,1802.65,0,Dolore quaerat labore etincidunt numquam dolore modi magnam,Stripey
2017,1078.67,0,Dolorem est non adipisci sed,Strut
1988,1170.96,0,Etincidunt sit consectetur dolor etincidunt dolor non quaerat,Stubby
1997,948.56,0,Quaerat non ipsum quiquia porro dolorem,Stuffed
2000,692.40,0,Dolore etincidunt dolorem magnam,Stuffings
2011,429.91,0,Numquam eius aliquam quiquia magnam magnam adipisci aliquam,Stuffy
2017,1903.16,0,Est quaerat etincidunt porro,Sugar
2007,553.37,0,Tempora sed etincidunt neque sit,Sugar
2016,1213.21,0,Dolor quisquam modi amet tempora est est,Sugarpup
2011,443.76,0,Dolorem modi velit velit,Summerfest
2015,642.36,0,Quaerat porro velit dolore dolor porro magnam,Summertime Fun Atlanta
2003,620.52,0,Eius eius labore labore non est sed dolorem,Summertime Fun Chicago
2005,1542.59,0,Porro velit quisquam aliquam dolore,Summertime Fun Dallas
1998,481.52,0,Quiquia velit quiquia consectetur labore labore quaerat,Summertime Fun Los Angeles
2000,1863.84,0,Dolore ipsum sed adipisci magnam dolor est sit,Summertime Fun New York
1990,639.82,0,Magnam aliquam aliquam labore,Summertime Fun Toronto
2004,469.40,0,Etincidunt etincidunt ut est,Summit
2001,408.63,0,Aliquam velit eius numquam dolor porro consectetur quaerat,Sunbonnet
2005,325.72,0,Porro labore modi quiquia ut modi ipsum,Sunburst
1991,1074.06,0,Ipsum quisquam est ipsum etincidunt quaerat quiquia,Sundar
1990,95.47,0,Etincidunt sit quiquia eius dolorem,Sunnie
2012,1005.83,0,Non non neque magnam dolore eius,Sunnie
2007,31.75,0,Adipisci tempora velit neque,Sunny
1980,1646.12,0,Amet ut quisquam sit porro est magnam velit,Sunray
2001,448.35,0,Dolore sit amet voluptatem,Sunrise
1993,1785.42,0,Magnam ut quaerat consectetur,Sunrise
1998,1685.06,0,Amet aliquam est velit velit sed ut,Sunset
1987,1391.18,0,Adipisci sed labore ipsum,Superstition
1986,1339.38,0,Ut tempora est consectetur aliquam eius,Support
2017,488.41,0,Voluptatem quaerat ipsum adipisci numquam numquam sit,Surf
1990,867.12,0,Amet ut non aliquam sit est,Suzy Sheep
1986,1014.04,0,Dolore non est etincidunt amet neque amet modi,Sven
2009,1171.10,0,Quaerat quaerat sed neque amet,Sven
2003,558.49,0,Eius voluptatem magnam magnam,Sven
1983,1429.82,0,Amet neque dolore non sit quiquia magnam,Sven
1985,1129.47,0,Velit magnam tempora numquam dolore quaerat ut adipisci,Swampy
2013,444.24,0,Etincidunt dolor consectetur quaerat est ut eius,Sweeper
2005,1358.30,0,Porro quiquia tempora est numquam,Sweetest
1982,1231.45,0,Ipsum amet tempora adipisci aliquam sit,Sweetie Pie
2000,1902.15,0,Amet modi neque quisquam aliquam labore dolorem,Sweetiekins
2011,1129.03,0,Voluptatem etincidunt magnam labore labore,Sweetiepaws
2016,9.58,0,Est sit ipsum amet,Sweetling
1987,693.91,0,Non quiquia ut quiquia etincidunt modi sed sed,Sweetpea
1998,1862.71,0,Consectetur aliquam etincidunt eius sit,Swinger
1994,58.78,0,Est velit sed modi velit consectetur dolor etincidunt,Swinger
1990,1224.00,0,Dolorem adipisci consectetur quisquam est,Swinger
1990,1870.12,0,Est voluptatem consectetur sit ipsum dolor,Swiper
1996,356.52,0,Ipsum dolorem magnam quisquam ipsum ipsum magnam,Swirly
2017,476.70,0,Porro porro ipsum porro magnam,Swoop
2019,1829.28,0,Quaerat ipsum dolor sit dolor,TANAHAIRKU!
2004,530.79,0,Etincidunt ut etincidunt quisquam sit velit non quiquia,TOUR Teddy
1995,1817.92,0,Voluptatem non adipisci adipisci est sed amet dolore,Tabasco
2001,196.44,0,Sit amet neque adipisci modi numquam consectetur ipsum,Tabbles
2005,1649.09,0,Aliquam dolore modi consectetur aliquam,Tabor
2000,1980.15,0,Velit neque eius velit quisquam adipisci,Tabs
1981,1070.82,0,Ipsum non dolorem dolore magnam est dolorem,Tangles
2006,1721.85,0,Neque ut ipsum dolor est non,Tank
1997,1248.34,0,Neque amet dolor velit quisquam etincidunt numquam dolore,Tank
1995,1176.82,0,Velit dolor ipsum aliquam magnam amet,Tank
2005,1580.07,0,Modi labore sed voluptatem non porro quisquam,Tartan Plaid Hello Kitty
2013,1166.34,0,Est ut ipsum dolore quaerat velit labore ipsum,Tasha
2002,1026.08,0,Dolore neque velit non labore quiquia sit,Tasty
1989,95.43,0,Magnam labore ut adipisci neque eius amet,Taz
1985,166.64,0,Tempora voluptatem ipsum aliquam,Teddy
1987,738.66,0,Magnam voluptatem non ut voluptatem neque quisquam consectetur,Teddy
2010,1589.09,0,Quiquia quaerat ut dolorem magnam non,Teddy
1989,7.02,0,Ipsum neque quaerat magnam dolor dolorem numquam ut,Teddy
2009,621.76,0,Ut adipisci labore porro voluptatem,Teddy
1994,400.86,0,Quisquam non velit tempora,Teddy
2002,303.31,0,Quiquia sit ipsum etincidunt labore quiquia sed,Teddy
1990,531.47,0,Porro quisquam porro neque quaerat,Teddy
2007,913.19,0,Ipsum sit dolorem dolorem consectetur dolor amet,Teddy
1997,280.50,0,Dolorem consectetur quaerat non consectetur,Teddy
1997,1127.94,0,Amet est neque ut,Teddy
2003,1078.49,0,Quisquam est est aliquam dolore dolore,Teddy
1992,1250.85,0,Magnam amet tempora neque,Teddy
2002,1194.92,0,Aliquam adipisci etincidunt tempora dolor ut,Teddy
2015,932.89,0,Consectetur aliquam dolorem ipsum aliquam,Teddy
2007,1459.65,0,Dolorem sed consectetur magnam,Teddy Bear
1990,593.93,0,Tempora dolore non eius eius sed consectetur,Teegra
2005,709.75,0,Eius numquam magnam sit,Tender
1985,802.35,0,Dolor non porro eius quisquam numquam consectetur,Tennessee
1983,266.12,0,Voluptatem dolor quaerat est,Tepig
2007,1942.38,0,Adipisci est labore magnam ipsum non sit,Texas
2005,901.23,0,Etincidunt dolorem sit sit,Texas Bluebonnet
1997,1843.91,0,Aliquam quaerat consectetur sit adipisci sed velit,Texas Rangers
1991,1675.25,0,Quisquam sed non sit sed porro,Thank You
1990,1620.70,0,Consectetur velit est labore tempora,Thank You Bear
2004,254.32,0,Sit est tempora sit non modi ut,Thank You Bear
2007,438.61,0,Numquam est labore eius ipsum modi modi labore,Thankful
1981,528.96,0,Modi velit quisquam porro est sed,Thanks a Bunch
1992,1787.49,0,Ipsum ut labore labore numquam numquam numquam dolore,The Beginning
2007,140.13,0,Non quaerat sed ut aliquam quisquam quaerat est,The End
2006,14.71,0,Sit voluptatem sit aliquam numquam eius sed adipisci,The Tale of Jemima Puddle
2015,1988.17,0,Labore etincidunt ipsum dolorem modi tempora numquam,The Tale of Mr. Jeremy Fisher
1987,137.63,0,Voluptatem consectetur dolor dolor tempora tempora ut labore,The Tale of Mr. Tod
1984,646.56,0,Consectetur porro ipsum tempora dolore voluptatem labore,The Tale of Peter Rabbit
2000,1749.86,0,Etincidunt sed consectetur dolore,The Tale of Pigling Bland
2013,387.18,0,Dolor porro ipsum voluptatem tempora eius consectetur eius,The Tale of Tom Kitten
2015,1847.24,0,Sit sit sed consectetur est modi,Theodore
2006,1136.66,0,Quaerat ipsum sed tempora est etincidunt velit,Theodore
1987,1908.00,0,Etincidunt eius ipsum quisquam dolorem dolorem dolore,Thistle
1986,1524.85,0,Non sed eius sit ipsum,Thomas
2010,769.87,0,Amet quiquia quiquia modi dolore sit,Thumper
1993,66.58,0,Modi voluptatem magnam dolorem adipisci dolorem,Thunderbolt
1988,1786.96,0,Etincidunt aliquam est sed ipsum est,Thunderbolt
1982,741.46,0,Labore quaerat eius etincidunt velit quisquam magnam modi,Tibby
1994,558.45,0,Labore tempora amet porro quiquia,Ticklish
1992,1826.62,0,Dolorem est labore labore quiquia,Tidings
2011,1787.79,0,Quiquia aliquam porro sit dolore sit voluptatem est,Tiger
2015,418.06,0,Amet adipisci consectetur porro quiquia,Tigger
1980,1981.39,0,Quisquam est voluptatem dolor adipisci eius sit,Tiggs
1983,824.55,0,Labore quaerat sit amet modi,Tiggs
2019,1589.61,0,Dolor aliquam voluptatem est amet porro modi,Tiki
2002,1736.84,0,Dolor dolore labore labore,Tilden Ballz
2005,1638.17,0,Ipsum ipsum tempora amet quisquam adipisci labore non,Tilden Beanie Mascot Blue
1980,1646.92,0,Ipsum dolore labore porro dolore eius quisquam,Tilden Beanie Mascot Blue
2002,1995.69,0,Dolore quiquia neque dolorem labore adipisci dolorem,Tilden Beanie Mascot Yellow
1997,191.52,0,Adipisci adipisci etincidunt adipisci sed sit quaerat,Tilden Football
1984,1907.15,0,Amet numquam dolor etincidunt adipisci tempora neque,Tilden Pillow
1988,1172.08,0,Quiquia consectetur numquam modi voluptatem dolore,Tilden Round Pillow
1987,1802.22,0,Amet neque sed labore,Tim
2017,1669.80,0,Non neque quiquia sit labore amet quisquam,Timbers
1986,409.65,0,Magnam dolor modi quaerat magnam dolorem adipisci,Tinky Winky
2014,1942.35,0,Eius eius modi porro consectetur est modi etincidunt,Tinsel
2002,1922.52,0,Non sit ut adipisci labore est amet,Tinsel
1983,708.15,0,Porro sed porro neque sit quisquam ipsum velit,Tinsel
1994,267.58,0,Consectetur dolor modi numquam tempora velit aliquam sit,Tintin
2009,361.92,0,Non ut sed quaerat non etincidunt dolore,Tiny
2018,104.13,0,Dolorem numquam eius ut sit adipisci porro,Tiny
2016,47.14,0,Etincidunt quisquam dolore quisquam voluptatem labore quaerat neque,Tiny Tim
1984,288.79,0,Labore quaerat quisquam sed non,Tipsy
2004,772.64,0,Dolorem velit magnam sit porro quiquia,Tiptoe
2007,812.82,0,Sit amet ut quaerat ut amet numquam voluptatem,Titan
1999,1282.45,0,Quisquam quaerat adipisci est velit labore quaerat etincidunt,To Brighten Your Day
2019,155.04,0,Consectetur consectetur porro numquam voluptatem neque,Toast
1990,1390.27,0,Etincidunt velit etincidunt non numquam sit tempora,Toboggan
2005,1891.13,0,Dolore sed labore modi aliquam ipsum,Tolee
2010,1311.30,0,Quiquia consectetur voluptatem aliquam amet,Tom
2000,1221.98,0,Adipisci dolore numquam numquam modi eius consectetur eius,Tommy
2006,216.22,0,Dolorem quisquam quisquam magnam dolorem amet porro,Tony Stewart
2004,1478.13,0,Quaerat voluptatem dolore magnam quisquam amet quisquam,Toodee
2016,1829.89,0,Velit voluptatem voluptatem consectetur amet adipisci,Tooter
1984,533.48,0,Sit sed quaerat consectetur sit non ut,Toothy
2010,34.55,0,Ut dolore aliquam ut etincidunt porro,Tootoot
1999,74.34,0,Adipisci ut dolore adipisci est sed dolorem modi,Topper
2012,664.02,0,Est ut eius numquam numquam dolore sit numquam,Topper
1983,622.48,0,Sed voluptatem etincidunt dolorem adipisci est labore quisquam,Topper
1983,480.35,0,Dolor dolore tempora ipsum est,Topspin
2012,1466.28,0,Ipsum velit eius etincidunt velit etincidunt,Tornado
1991,1812.68,0,Neque eius ipsum numquam aliquam,Toronto
1982,638.28,0,Quisquam dolor ut dolore,Toronto Blue Jays
1994,1657.82,0,Eius dolor sed quaerat ipsum adipisci quaerat adipisci,Toronto Maple Leafs
1991,602.48,0,Adipisci velit sit amet quisquam porro modi magnam,Tortuga
2014,1797.38,0,Non voluptatem sed neque ipsum dolore sed,Tracker
2006,857.44,0,Consectetur adipisci porro eius,Tracks
2013,1117.55,0,Tempora quisquam non quaerat,Tradee
1987,925.07,0,Etincidunt quiquia velit ipsum quisquam est dolorem,Tradee
2013,575.84,0,Velit est quiquia aliquam labore consectetur,Trap
2015,1122.31,0,Sit non consectetur ipsum amet numquam,Treator
1997,704.49,0,Ut neque tempora quisquam eius,Treats
1985,760.86,0,Quiquia labore adipisci ipsum consectetur quisquam neque non,Treehouse
1989,1375.77,0,Ipsum porro labore est consectetur tempora neque,Tremble
1983,1320.79,0,Dolorem ut consectetur sed sed dolor,Trevour
1995,1610.60,0,Numquam porro velit quaerat aliquam amet,Trick R. Treat
1998,171.63,0,Tempora adipisci etincidunt ipsum,Tricks
1999,291.62,0,Porro eius ipsum neque aliquam tempora dolor,Tricks
1985,1283.54,0,Consectetur quaerat magnam adipisci,Tricks
2013,1553.57,0,Quisquam dolore quisquam amet,Trickster
1997,155.32,0,Ut est tempora numquam ut neque,Tricky
2008,1795.95,0,Non tempora velit voluptatem neque,Trident
1985,194.73,0,Etincidunt aliquam consectetur non ut quiquia quisquam est,Trimmings
1985,1044.11,0,Porro dolore amet aliquam quisquam porro etincidunt etincidunt,Trooper
2019,790.44,0,Ipsum adipisci modi velit sit ut aliquam sit,True
2015,86.63,0,Magnam dolore non magnam non labore quiquia quaerat,True
2000,1304.67,0,Dolore non ipsum dolore,Truly
1995,1455.62,0,Quiquia dolorem tempora porro labore quiquia,Trumpet
2008,1584.35,0,Dolor dolor sed porro labore dolor porro eius,Tubbo
2014,1615.92,0,Modi eius dolor amet ipsum sit etincidunt,Tuck
1980,1199.15,0,Sit sed quaerat ut,Tucker
1990,1278.61,0,Non sit etincidunt velit dolore,Tuffy
2009,326.53,0,Adipisci dolor sed modi,Tumba
2001,808.27,0,Ipsum tempora etincidunt quisquam labore,Tumba
1983,1505.68,0,Magnam quaerat sed quiquia tempora adipisci quiquia,Tundra
1998,483.93,0,Voluptatem labore porro adipisci sed quisquam,Tundra
1986,84.56,0,Modi dolor dolor ut ipsum aliquam velit,Tundra
2009,252.03,0,Dolorem sed etincidunt dolor amet amet est dolor,Tunnels
1989,146.56,0,Dolor dolore non sit aliquam,Turk
2018,1912.97,0,Consectetur dolore aliquam dolore,Tusk
2009,1346.13,0,Modi eius adipisci dolor dolorem est,Tux
1982,937.73,0,Est voluptatem tempora neque quaerat consectetur labore velit,Tux
2017,1681.80,0,Adipisci modi consectetur quisquam tempora eius consectetur ipsum,Tweety
1994,1302.55,0,Porro velit non sit velit magnam,Twigs
2003,421.66,0,Voluptatem numquam ut modi,Twigs
2015,678.58,0,Numquam porro amet dolore quisquam dolore ipsum sed,Twilight
2006,1209.72,0,Modi aliquam neque sed quiquia quisquam dolor,Twilight Sparkle
1991,98.63,0,Voluptatem non labore est,Twilight Sparkle
1980,1260.96,0,Aliquam dolor eius neque adipisci dolor,Twirls
1991,466.94,0,FALgnam dolorem,Twirly
2006,1209.72,0,Ut quaerat sit quaerat dolor,Twilight Sparkle
1991,98.63,0,Voluptatem est quiquia eius velit,Twilight Sparkle
1980,1260.96,0,Porro sit voluptatem amet ipsum quiquia,Twirls
1991,466.94,0,Aliquam est velit eius porro dolor,Twirly
2017,1543.11,0,Amet ut sit consectetur est adipisci quaerat aliquam,Twisty
2007,1406.46,0,Sit dolorem quaerat ipsum aliquam,Twitch
2002,1711.42,0,Non modi sit dolore voluptatem,Twitch
1990,1764.57,0,Ut ut sit magnam dolore consectetur sed,Twitterbug
2003,1799.66,0,Sit tempora tempora labore velit quiquia etincidunt sit,Ty 2K
1992,363.37,0,Adipisci modi labore dolorem,Tyger
1980,1180.93,0,Aliquam etincidunt dolor velit voluptatem ut,Tyranno
1998,1110.66,0,Aliquam dolore ut quaerat numquam,Tyrone
